timestamp,inventory,cash_position,mid_price,portfolio_value,unrealized_pnl
2025-04-21 10:46:30,2,998916.13,360.43,999636.99,0.0
2025-04-21 10:47:00,2,998916.13,360.5,999637.14,0.0
2025-04-21 10:47:30,3,998555.69,360.44,999637.01,0.0
2025-04-21 10:48:00,4,998195.21,360.48,999637.11,-0.02
2025-04-21 10:48:30,4,998195.21,360.38,999636.73,0.0
2025-04-21 10:49:00,4,998195.21,360.18,999635.93,0.0
2025-04-21 10:49:30,4,998195.21,360.06,999635.47,0.0
2025-04-21 10:50:00,4,998195.21,360.06,999635.43,0.0
2025-04-21 10:50:30,4,998195.21,360.06,999635.45,0.0
2025-04-21 10:51:00,4,998195.21,360.09,999635.57,0.0
2025-04-21 10:51:30,4,998195.21,359.95,999635.03,0.0
2025-04-21 10:52:00,4,998195.21,359.99,999635.15,0.0
2025-04-21 10:52:30,5,997835.23,359.98,999635.105,-0.025
2025-04-21 10:53:00,5,997835.23,360.02,999635.355,0.0
2025-04-21 10:53:30,5,997835.23,360.05,999635.48,0.0
2025-04-21 10:54:00,5,997835.23,360.16,999636.03,0.0
2025-04-21 10:54:30,5,997835.23,360.16,999636.055,0.0
2025-04-21 10:55:00,5,997835.23,360.06,999635.53,0.0
2025-04-21 10:55:30,5,997835.23,360.1,999635.705,0.0
2025-04-21 10:56:00,5,997835.23,360.16,999636.055,0.0
2025-04-21 10:56:30,5,997835.23,360.17,999636.08,0.0
2025-04-21 10:57:00,5,997835.23,360.08,999635.63,0.0
2025-04-21 10:57:30,5,997835.23,360.0,999635.205,0.0
2025-04-21 10:58:00,6,997475.25,359.98,999635.13,0.0
2025-04-21 10:58:30,6,997475.25,360.03,999635.46,0.0
2025-04-21 10:59:00,6,997475.25,359.93,999634.83,0.0
2025-04-21 10:59:30,6,997475.25,360.01,999635.31,0.0
2025-04-21 11:00:00,6,997475.25,360.23,999636.63,0.0
2025-04-21 11:00:30,7,997114.91,360.33,999637.255,-0.035
2025-04-21 11:01:00,7,997114.91,360.19,999636.275,0.0
2025-04-21 11:01:30,7,997114.91,359.95,999634.595,0.0
2025-04-21 11:02:00,7,997114.91,359.95,999634.595,0.0
2025-04-21 11:02:30,8,996754.94,359.96,999634.62,-0.08
2025-04-21 11:03:00,8,996754.94,359.96,999634.58,0.0
2025-04-21 11:03:30,8,996754.94,359.96,999634.62,0.0
2025-04-21 11:04:00,8,996754.94,360.08,999635.58,0.0
2025-04-21 11:04:30,8,996754.94,360.24,999636.86,0.0
2025-04-21 11:05:00,8,996754.94,360.45,999638.58,0.0
2025-04-21 11:05:30,8,996754.94,360.66,999640.26,0.0
2025-04-21 11:06:00,8,996754.94,360.63,999640.02,0.0
2025-04-21 11:06:30,8,996754.94,360.77,999641.14,0.0
2025-04-21 11:07:00,8,996754.94,360.7,999640.54,0.0
2025-04-21 11:07:30,9,996394.34,360.6,999639.74,0.0
2025-04-21 11:08:00,-1,1000000.1,360.6,999639.5,-0.02
2025-04-21 11:08:30,-1,1000000.1,360.75,999639.345,0.0
2025-04-21 11:09:00,-1,1000000.1,360.88,999639.215,0.0
2025-04-21 11:09:30,-2,1000361.0,360.9,999639.2,-0.0
2025-04-21 11:10:00,-2,1000361.0,360.87,999639.26,0.0
2025-04-21 11:10:30,-2,1000361.0,360.86,999639.28,0.0
2025-04-21 11:11:00,-2,1000361.0,360.79,999639.42,0.0
2025-04-21 11:11:30,-2,1000361.0,360.98,999639.04,0.0
2025-04-21 11:12:00,-2,1000361.0,360.92,999639.16,0.0
2025-04-21 11:12:30,-3,1000721.82,360.82,999639.36,-0.0
2025-04-21 11:13:00,-3,1000721.82,360.83,999639.345,0.0
2025-04-21 11:13:30,-3,1000721.82,360.7,999639.72,0.0
2025-04-21 11:14:00,-3,1000721.82,360.46,999640.455,0.0
2025-04-21 11:14:30,-3,1000721.82,360.25,999641.055,0.0
2025-04-21 11:15:00,-3,1000721.82,360.24,999641.115,0.0
2025-04-21 11:15:30,-3,1000721.82,360.27,999641.01,0.0
2025-04-21 11:16:00,-3,1000721.82,360.13,999641.415,0.0
2025-04-21 11:16:30,-3,1000721.82,360.24,999641.115,0.0
2025-04-21 11:17:00,-3,1000721.82,360.18,999641.28,0.0
2025-04-21 11:17:30,-3,1000721.82,360.18,999641.28,0.0
2025-04-21 11:18:00,-3,1000721.82,360.22,999641.175,0.0
2025-04-21 11:18:30,-3,1000721.82,360.33,999640.845,0.0
2025-04-21 11:19:00,-3,1000721.82,360.39,999640.635,0.0
2025-04-21 11:19:30,-3,1000721.82,360.47,999640.425,0.0
2025-04-21 11:20:00,-3,1000721.82,360.44,999640.485,0.0
2025-04-21 11:20:30,-3,1000721.82,360.31,999640.905,0.0
2025-04-21 11:21:00,-2,1000361.72,360.08,999641.56,0.04
2025-04-21 11:21:30,-2,1000361.72,360.13,999641.46,0.0
2025-04-21 11:22:00,-1,1000001.59,360.12,999641.47,0.01
2025-04-21 11:22:30,-1,1000001.59,359.88,999641.705,0.0
2025-04-21 11:23:00,-1,1000001.59,359.75,999641.835,0.0
2025-04-21 11:23:30,-1,1000001.59,359.95,999641.64,0.0
2025-04-21 11:24:00,-2,1000361.53,359.94,999641.65,-0.0
2025-04-21 11:24:30,-2,1000361.53,359.89,999641.75,0.0
2025-04-21 11:25:00,-2,1000361.53,359.88,999641.76,0.0
2025-04-21 11:25:30,-1,1000001.64,359.86,999641.785,0.035
2025-04-21 11:26:00,-1,1000001.64,359.86,999641.78,0.0
2025-04-21 11:26:30,-1,1000001.64,359.88,999641.755,0.0
2025-04-21 11:27:00,-2,1000361.55,359.91,999641.73,-0.0
2025-04-21 11:27:30,-1,1000001.62,359.92,999641.7,0.01
2025-04-21 11:28:00,-1,1000001.62,360.0,999641.625,0.0
2025-04-21 11:28:30,-1,1000001.62,359.78,999641.835,0.0
2025-04-21 11:29:00,-1,1000001.62,359.53,999642.09,0.0
2025-04-21 11:29:30,-2,1000361.15,359.53,999642.09,-0.0
2025-04-21 11:30:00,-2,1000361.15,359.51,999642.12,0.0
2025-04-21 11:30:30,-2,1000361.15,359.66,999641.82,0.0
2025-04-21 11:31:00,-2,1000361.15,359.6,999641.95,0.0
2025-04-21 11:31:30,-2,1000361.15,359.45,999642.26,0.0
2025-04-21 11:32:00,-2,1000361.15,359.42,999642.31,0.0
2025-04-21 11:32:30,-2,1000361.15,359.4,999642.34,0.0
2025-04-21 11:33:00,-2,1000361.15,359.4,999642.34,0.0
2025-04-21 11:33:30,-2,1000361.15,359.42,999642.31,0.0
2025-04-21 11:34:00,-2,1000361.15,359.43,999642.3,0.0
2025-04-21 11:34:30,-2,1000361.15,359.32,999642.51,0.0
2025-04-21 11:35:00,-2,1000361.15,359.12,999642.91,0.0
2025-04-21 11:35:30,-2,1000361.15,359.25,999642.65,0.0
2025-04-21 11:36:00,-2,1000361.15,359.4,999642.34,0.0
2025-04-21 11:36:30,-2,1000361.15,359.26,999642.63,0.0
2025-04-21 11:37:00,-2,1000361.15,359.29,999642.56,0.0
2025-04-21 11:37:30,-1,1000001.87,359.25,999642.62,0.03
2025-04-21 11:38:00,-1,1000001.87,359.3,999642.57,0.0
2025-04-21 11:38:30,-1,1000001.87,359.27,999642.595,0.0
2025-04-21 11:39:00,-1,1000001.87,359.26,999642.605,0.0
2025-04-21 11:39:30,-1,1000001.87,359.21,999642.655,0.0
2025-04-21 11:40:00,-1,1000001.87,359.21,999642.665,0.0
2025-04-21 11:40:30,-1,1000001.87,359.24,999642.635,0.0
2025-04-21 11:41:00,-1,1000001.87,359.31,999642.56,0.0
2025-04-21 11:41:30,-1,1000001.87,359.18,999642.69,0.0
2025-04-21 11:42:00,-2,1000361.07,359.2,999642.67,-0.0
2025-04-21 11:42:30,-2,1000361.07,359.19,999642.68,0.0
2025-04-21 11:43:00,-2,1000361.07,359.19,999642.69,0.0
2025-04-21 11:43:30,-2,1000361.07,359.19,999642.7,0.0
2025-04-21 11:44:00,-2,1000361.07,358.93,999643.2,0.0
2025-04-21 11:44:30,-1,1000002.24,358.81,999643.43,0.02
2025-04-21 11:45:00,-1,1000002.24,358.77,999643.47,0.0
2025-04-21 11:45:30,-1,1000002.24,358.8,999643.445,0.0
2025-04-21 11:46:00,-1,1000002.24,358.64,999643.6,0.0
2025-04-21 11:46:30,-1,1000002.24,358.5,999643.745,0.0
2025-04-21 11:47:00,-1,1000002.24,358.59,999643.65,0.0
2025-04-21 11:47:30,0,999643.65,358.58,999643.65,-0.0
2025-04-21 11:48:00,0,999643.65,358.5,999643.65,0.0
2025-04-21 11:48:30,0,999643.65,358.37,999643.65,0.0
2025-04-21 11:49:00,0,999643.65,358.46,999643.65,0.0
2025-04-21 11:49:30,1,999285.04,358.6,999643.635,-0.015
2025-04-21 11:50:00,1,999285.04,358.57,999643.61,0.0
2025-04-21 11:50:30,1,999285.04,358.62,999643.66,0.0
2025-04-21 11:51:00,1,999285.04,358.69,999643.725,0.0
2025-04-21 11:51:30,1,999285.04,358.7,999643.74,0.0
2025-04-21 11:52:00,1,999285.04,358.69,999643.73,0.0
2025-04-21 11:52:30,1,999285.04,358.69,999643.735,0.0
2025-04-21 11:53:00,1,999285.04,358.67,999643.71,0.0
2025-04-21 11:53:30,2,998926.41,358.62,999643.66,-0.01
2025-04-21 11:54:00,2,998926.41,358.58,999643.56,0.0
2025-04-21 11:54:30,2,998926.41,358.35,999643.1,0.0
2025-04-21 11:55:00,2,998926.41,358.27,999642.95,0.0
2025-04-21 11:55:30,2,998926.41,358.03,999642.48,0.0
2025-04-21 11:56:00,2,998926.41,358.02,999642.46,0.0
2025-04-21 11:56:30,2,998926.41,357.86,999642.13,0.0
2025-04-21 11:57:00,2,998926.41,357.99,999642.39,0.0
2025-04-21 11:57:30,2,998926.41,358.2,999642.8,0.0
2025-04-21 11:58:00,2,998926.41,358.16,999642.73,0.0
2025-04-21 11:58:30,2,998926.41,358.24,999642.89,0.0
2025-04-21 11:59:00,2,998926.41,358.27,999642.96,0.0
2025-04-21 11:59:30,3,998568.16,358.25,999642.895,-0.015
2025-04-21 12:00:00,3,998568.16,358.35,999643.21,0.0
2025-04-21 12:00:30,4,998209.7,358.44,999643.48,-0.06
2025-04-21 12:01:00,4,998209.7,358.55,999643.9,0.0
2025-04-21 12:01:30,4,998209.7,358.59,999644.04,0.0
2025-04-21 12:02:00,4,998209.7,358.44,999643.46,0.0
2025-04-21 12:02:30,4,998209.7,358.29,999642.86,0.0
2025-04-21 12:03:00,4,998209.7,358.23,999642.6,0.0
2025-04-21 12:03:30,4,998209.7,358.28,999642.84,0.0
2025-04-21 12:04:00,4,998209.7,358.23,999642.62,0.0
2025-04-21 12:04:30,5,997851.41,358.25,999642.685,-0.175
2025-04-21 12:05:00,5,997851.41,358.34,999643.11,0.0
2025-04-21 12:05:30,6,997493.16,358.25,999642.66,0.0
2025-04-21 12:06:00,6,997493.16,358.18,999642.24,0.0
2025-04-21 12:06:30,7,997134.85,358.3,999642.95,-0.07
2025-04-21 12:07:00,7,997134.85,358.22,999642.39,0.0
2025-04-21 12:07:30,8,996776.78,358.06,999641.22,-0.12
2025-04-21 12:08:00,8,996776.78,358.08,999641.42,0.0
2025-04-21 12:08:30,8,996776.78,358.18,999642.22,0.0
2025-04-21 12:09:00,9,996418.46,358.28,999643.025,-0.315
2025-04-21 12:09:30,9,996418.46,358.34,999643.52,0.0
2025-04-21 12:10:00,9,996418.46,358.18,999642.035,0.0
2025-04-21 12:10:30,9,996418.46,358.19,999642.125,0.0
2025-04-21 12:11:00,-1,1000001.47,358.3,999643.175,0.005
2025-04-21 12:11:30,-1,1000001.47,358.18,999643.29,0.0
2025-04-21 12:12:00,0,999643.24,358.22,999643.24,-0.0
2025-04-21 12:12:30,0,999643.24,358.27,999643.24,0.0
2025-04-21 12:13:00,0,999643.24,358.36,999643.24,0.0
2025-04-21 12:13:30,0,999643.24,358.39,999643.24,0.0
2025-04-21 12:14:00,0,999643.24,358.26,999643.24,0.0
2025-04-21 12:14:30,1,999284.99,358.24,999643.225,-0.015
2025-04-21 12:15:00,2,998926.82,358.16,999643.14,-0.02
2025-04-21 12:15:30,2,998926.82,358.16,999643.14,0.0
2025-04-21 12:16:00,2,998926.82,358.06,999642.95,0.0
2025-04-21 12:16:30,3,998568.65,358.17,999643.145,-0.015
2025-04-21 12:17:00,3,998568.65,358.23,999643.34,0.0
2025-04-21 12:17:30,4,998210.34,358.31,999643.58,0.0
2025-04-21 12:18:00,4,998210.34,358.25,999643.34,0.0
2025-04-21 12:18:30,4,998210.34,358.14,999642.92,0.0
2025-04-21 12:19:00,4,998210.34,358.08,999642.64,0.0
2025-04-21 12:19:30,5,997852.21,358.13,999642.86,0.0
2025-04-21 12:20:00,6,997494.09,358.12,999642.81,0.0
2025-04-21 12:20:30,6,997494.09,358.26,999643.68,0.0
2025-04-21 12:21:00,6,997494.09,358.35,999644.19,0.0
2025-04-21 12:21:30,6,997494.09,358.33,999644.07,0.0
2025-04-21 12:22:00,7,997135.89,358.19,999643.185,-0.105
2025-04-21 12:22:30,8,996777.7,358.18,999643.14,-0.08
2025-04-21 12:23:00,8,996777.7,358.38,999644.7,0.0
2025-04-21 12:23:30,8,996777.7,358.48,999645.54,0.0
2025-04-21 12:24:00,8,996777.7,358.39,999644.82,0.0
2025-04-21 12:24:30,8,996777.7,358.38,999644.78,0.0
2025-04-21 12:25:00,9,996419.2,358.47,999645.385,-0.315
2025-04-21 12:25:30,-1,1000003.16,358.42,999644.74,-0.02
2025-04-21 12:26:00,-1,1000003.16,358.36,999644.805,0.0
2025-04-21 12:26:30,-1,1000003.16,358.26,999644.895,0.0
2025-04-21 12:27:00,0,999644.95,358.2,999644.95,-0.0
2025-04-21 12:27:30,0,999644.95,358.14,999644.95,0.0
2025-04-21 12:28:00,1,999286.81,358.1,999644.91,-0.04
2025-04-21 12:28:30,1,999286.81,358.08,999644.89,0.0
2025-04-21 12:29:00,2,998928.65,358.13,999644.92,-0.05
2025-04-21 12:29:30,2,998928.65,358.14,999644.94,0.0
2025-04-21 12:30:00,3,998570.43,358.22,999645.075,-0.015
2025-04-21 12:30:30,3,998570.43,358.37,999645.525,0.0
2025-04-21 12:31:00,4,998211.91,358.51,999645.97,-0.02
2025-04-21 12:31:30,4,998211.91,358.53,999646.05,0.0
2025-04-21 12:32:00,4,998211.91,358.62,999646.41,0.0
2025-04-21 12:32:30,4,998211.91,358.67,999646.59,0.0
2025-04-21 12:33:00,5,997853.21,358.69,999646.635,-0.075
2025-04-21 12:33:30,5,997853.21,358.64,999646.41,0.0
2025-04-21 12:34:00,5,997853.21,358.53,999645.885,0.0
2025-04-21 12:34:30,6,997494.66,358.53,999645.87,-0.09
2025-04-21 12:35:00,7,997136.12,358.5,999645.62,-0.28
2025-04-21 12:35:30,7,997136.12,358.58,999646.18,0.0
2025-04-21 12:36:00,8,996777.49,358.57,999646.05,-0.48
2025-04-21 12:36:30,8,996777.49,358.72,999647.21,0.0
2025-04-21 12:37:00,9,996418.59,358.88,999648.51,-0.18
2025-04-21 12:37:30,9,996418.59,358.9,999648.735,0.0
2025-04-21 12:38:00,9,996418.59,358.99,999649.455,0.0
2025-04-21 12:38:30,-1,1000009.44,359.12,999650.325,-0.025
2025-04-21 12:39:00,0,999650.34,359.1,999650.34,-0.0
2025-04-21 12:39:30,0,999650.34,359.09,999650.34,0.0
2025-04-21 12:40:00,0,999650.34,359.22,999650.34,0.0
2025-04-21 12:40:30,0,999650.34,359.18,999650.34,0.0
2025-04-21 12:41:00,0,999650.34,359.26,999650.34,0.0
2025-04-21 12:41:30,0,999650.34,359.35,999650.34,0.0
2025-04-21 12:42:00,0,999650.34,359.32,999650.34,0.0
2025-04-21 12:42:30,0,999650.34,359.39,999650.34,0.0
2025-04-21 12:43:00,1,999290.9,359.41,999650.315,-0.025
2025-04-21 12:43:30,1,999290.9,359.48,999650.375,0.0
2025-04-21 12:44:00,1,999290.9,359.44,999650.345,0.0
2025-04-21 12:44:30,2,998931.49,359.38,999650.26,-0.05
2025-04-21 12:45:00,2,998931.49,359.5,999650.49,0.0
2025-04-21 12:45:30,2,998931.49,359.58,999650.65,0.0
2025-04-21 12:46:00,2,998931.49,359.6,999650.68,0.0
2025-04-21 12:46:30,2,998931.49,359.42,999650.33,0.0
2025-04-21 12:47:00,3,998572.1,359.38,999650.255,-0.015
2025-04-21 12:47:30,3,998572.1,359.26,999649.895,0.0
2025-04-21 12:48:00,3,998572.1,359.12,999649.475,0.0
2025-04-21 12:48:30,4,998212.91,359.12,999649.41,-0.26
2025-04-21 12:49:00,4,998212.91,359.13,999649.43,0.0
2025-04-21 12:49:30,5,997853.75,359.16,999649.55,0.0
2025-04-21 12:50:00,5,997853.75,359.06,999649.025,0.0
2025-04-21 12:50:30,6,997494.7,359.02,999648.82,-0.18
2025-04-21 12:51:00,7,997135.72,358.98,999648.58,0.0
2025-04-21 12:51:30,7,997135.72,358.88,999647.845,0.0
2025-04-21 12:52:00,7,997135.72,358.77,999647.145,0.0
2025-04-21 12:52:30,7,997135.72,358.75,999646.935,0.0
2025-04-21 12:53:00,7,997135.72,358.72,999646.76,0.0
2025-04-21 12:53:30,8,996777.07,358.64,999646.19,-0.08
2025-04-21 12:54:00,8,996777.07,358.75,999647.03,0.0
2025-04-21 12:54:30,8,996777.07,358.72,999646.79,0.0
2025-04-21 12:55:00,8,996777.07,358.53,999645.31,0.0
2025-04-21 12:55:30,8,996777.07,358.56,999645.55,0.0
2025-04-21 12:56:00,9,996418.46,358.59,999645.725,-0.225
2025-04-21 12:56:30,-1,1000003.79,358.58,999645.215,-0.035
2025-04-21 12:57:00,-1,1000003.79,358.64,999645.145,0.0
2025-04-21 12:57:30,-1,1000003.79,358.75,999645.045,0.0
2025-04-21 12:58:00,-1,1000003.79,358.64,999645.15,0.0
2025-04-21 12:58:30,-1,1000003.79,358.67,999645.12,0.0
2025-04-21 12:59:00,0,999645.06,358.71,999645.06,-0.0
2025-04-21 12:59:30,0,999645.06,358.76,999645.06,0.0
2025-04-21 13:00:00,0,999645.06,358.89,999645.06,0.0
2025-04-21 13:00:30,0,999645.06,359.08,999645.06,0.0
2025-04-21 13:01:00,0,999645.06,359.22,999645.06,0.0
2025-04-21 13:01:30,0,999645.06,359.08,999645.06,0.0
2025-04-21 13:02:00,0,999645.06,358.78,999645.06,0.0
2025-04-21 13:02:30,0,999645.06,358.56,999645.06,0.0
2025-04-21 13:03:00,0,999645.06,358.46,999645.06,0.0
2025-04-21 13:03:30,0,999645.06,358.3,999645.06,0.0
2025-04-21 13:04:00,1,999286.71,358.34,999645.05,-0.01
2025-04-21 13:04:30,1,999286.71,358.27,999644.985,0.0
2025-04-21 13:05:00,1,999286.71,358.45,999645.155,0.0
2025-04-21 13:05:30,1,999286.71,358.37,999645.075,0.0
2025-04-21 13:06:00,2,998928.36,358.35,999645.06,0.0
2025-04-21 13:06:30,2,998928.36,358.35,999645.06,0.0
2025-04-21 13:07:00,2,998928.36,358.25,999644.86,0.0
2025-04-21 13:07:30,2,998928.36,358.37,999645.09,0.0
2025-04-21 13:08:00,2,998928.36,358.29,999644.94,0.0
2025-04-21 13:08:30,3,998570.09,358.27,999644.9,0.0
2025-04-21 13:09:00,3,998570.09,358.29,999644.96,0.0
2025-04-21 13:09:30,3,998570.09,358.37,999645.185,0.0
2025-04-21 13:10:00,3,998570.09,358.24,999644.795,0.0
2025-04-21 13:10:30,4,998211.87,358.22,999644.75,0.0
2025-04-21 13:11:00,4,998211.87,358.23,999644.79,0.0
